"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Aruba","ABW","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000","3000","","","","","","","","","","","","","","","","","","","","","","",
"Albania","ALB","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","955000","1303000","1350000","1694000","2097000","2616000","2979000","3716000","3404000","3443000","4120000","3959000","3928000","4146000","4504000","4852000","5186000","",
"Andorra","AND","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3815000","4296000","4517000","4592000","4786000","4953000","4762000","3008000","3088000","3904000","3894000","3892000","4167000","4614000","4981000","5307000","6686000","7266000","6746000","6517000","7807000","10446000","12258000","",
"Armenia","ARM","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111000","110000","131000","169000","221000","269000","329000","468000","516000","526000","563000","715000","965000","1083000","1198000","1187000","1263000","1482000","",
"American Samoa","ASM","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2519000","2732000","2933000","3161000","3210000","3498000","3443000","3461000","3388000","4369000","4756000","4941000","5462000","5808000","6276000","7103000","7788000","8212000","9052000","9480000","9807000","10380000","10932000","",
"Austria","AUT","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7528000","8350000","8266000","8384000","8371000","8206000","10042000","9876000","9677000","10121000","9882000","9874000","10960000","10671000","10994000","10628000","11534000","11491000","",
"Azerbaijan","AZE","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","432000","654000","1146000","1204000","1326000","1130000","1141000","1475000","1473000","1830000","1836000","1631000","2162000","2363000","3176000","3550000","3874000","4285000","4244000","4096000","4282000","4109000","",
"Burundi","BDI","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36000","35000","10000","16000","27000","28000","35000","","","","","","","","","","","","","","","","","",
"Belgium","BEL","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5645000","7548000","7776000","6410000","7932000","6570000","6773000","7268000","8783000","9327000","7852000","8371000","8887000","8775000","8801000","9727000","9576000","10803000","10991000","10835000","13372000","12153000","",
"Benin","BEN","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","830000","911000","866000","992000","1103000","1128000","1075000","1158000","1414000","1565000","1767000","1819000","2327000","875000","2254000","1913000","2127000","2273000","1460000","","","","","",
"Bulgaria","BGR","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3524000","3006000","3059000","2592000","2376000","2337000","2730000","3188000","3403000","3882000","4235000","4180000","4515000","5727000","4993000","3676000","3803000","3758000","3930000","4158000","4632000","5392000","6228000","",
"Bahrain","BHR","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4741000","","","",
"Bahamas, The","BHS","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","626000","703000","969000","901000","934000","1289000","1387000","1436000","1108000","515000","572000","525000","517000","380000","316000","415000","320000","493000","708000","741000","671000","467000","706000","",
"Belize","BLZ","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140000","145000","141000","156000","161000","170000","181000","192000","","","","","","","","","","",
"Bolivia","BOL","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","249000","269000","285000","299000","253000","201000","222000","217000","304000","346000","386000","472000","526000","589000","518000","604000","775000","788000","837000","932000","965000","1048000","1105000","",
"Brazil","BRA","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2600000","3797000","4014000","4171000","2863000","3228000","2674000","2338000","3229000","2968000","3364000","3886000","4662000","5238000","4920000","6457000","7807000","8497000","8866000","9616000","9384000","8592000","9458000","",
"Barbados","BRB","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000","6000","7000","8000","11000","","","","38000","","","","","","","","",
"Canada","CAN","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18206000","18973000","19111000","17648000","18368000","19182000","18359000","17705000","17739000","19595000","21099000","22731000","25163000","27034000","26204000","28680000","30450000","32276000","32971000","33518000","32267000","31278000","33060000","",
"Central Europe and the Baltics","CEB","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72853759.5017821","81369546.4356994","86835393.1637958","88459608.25295","92884233.2967981","95836629.8589967","92253009.4063696","85151167.0803623","80794956.6322261","84060319.1818902","89501505.9802846","93981868.5999889","103194194.536317","110599000","95151000","95233000","94646000","95640000","102067000","86720000","98234000","103736000","114125000","",
"Switzerland","CHE","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11148000","12061000","12515000","11891000","11815000","12240000","11554000","11427000","8774000","","","","","11147000","10453000","10011000","10466000","12098000","12403000","12518000","13601000","13857000","15318000","",
"Channel Islands","CHI","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1319000","1180000","1293000","1341000","1504000","1725000","1887000","2047000","1899500","1909300","2218700","2637600","2837100","2999000","3169000","3359000","3553000","3620000","",
"China","CHN","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4520000","5061000","5324000","8426000","9232000","10473000","12133000","16602000","20222000","28853000","31026000","34524000","40954000","45844000","47656000","57386000","70250000","83182000","98185000","116593000","127860000","135130000","143035000","",
"Cote d'Ivoire","CIV","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000","50000","","","","","","","","","","","","","","","","356000","424000","","",
"Congo, Rep.","COG","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161000","180000","","","","","",
"Colombia","COL","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1057000","929000","1071000","1093000","1098000","1235000","1381000","1277000","1177000","1405000","1553000","","2028000","2042000","2122000","2342000","2522000","3169000","3605000","3911000","3862000","3795000","4017000","",
"Comoros","COM","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","273000","283000","288000","330000","353000","381000","361000","364000","373000","425000","487000","485000","577000","528000","579000","662000","717000","773000","790000","798000","919000","1036000","1150000","",
"Caribbean small states","CSS","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72000","72000","83000","94000","97000","139000","121000","111000","113000","124000","162000","199000","194000","202000","206000","251000","253000","213000","286000","355000","580000","894000","","",
"Curacao","CUW","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360000","365000","422000","484000","540000","588000","684000","744000","737000","859000","914000","932000","1081000","1210000","1172000","1246000","1209000","1194000","1115000","1209000","1119000","1268000","1407000","",
"Czech Republic","CZE","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7213000","6643000","6963000","6393000","9048000","9665000","8904000","8673000","5279000","5419000","5781000","5651000","5856000","6027000","6775000","",
"Germany","DEU","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55800000","69200000","78100000","80507000","81551000","80393000","85345000","84859000","86622000","81801000","82099000","86201000","85547000","85872000","84692000","82729000","87459000","83008000","83737000","90966000","92402000","",
"Djibouti","DJI","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5035000","4693000","4788000","4744000","5011000","4946000","4935000","5564000","4630000","5469000","6129000","6564000","6347000","7037000","7726000","7846000","7843000","6977000","8528000","8991000","9651000","8102000","",
"Dominican Republic","DOM","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168000","358000","355000","354000","363000","360000","331000","332000","321000","368000","419000","420000","443000","413000","415000","401000","408000","418000","392000","427000","478000","500000","522000","",
"Algeria","DZA","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1090000","874000","827000","879000","903000","1006000","1190000","1257000","1254000","1417000","1513000","1349000","1499000","1539000","1677000","1757000","1715000","1911000","2136000","2839000","3638000","4530000","5058000","",
"East Asia & Pacific (excluding high income)","EAP","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18978130.0498644","21473112.5561587","23276586.927428","24734301.9083678","25681405.6923679","29541602.2054544","34485769.5152491","34050503.9380897","37797784.8982606","43145282.9690903","46844284.3819135","53147266.8997151","62031075.4055687","67956993.6978072","69671460.5299986","84147575.3259072","100207058.558006","117051489.969785","136747926.225176","159719634.832864","175040113.054249","186149646.285087","197465213.086668","",
"Early-demographic dividend","EAR","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51587102.6607436","55958479.6732577","58531217.4751513","62705167.3333386","66809473.7362976","72870684.8992124","75095740.7678823","75175697.0063015","72826898.4012478","83885949.7535976","91459957.4449982","92503236.5264981","98580631.9837384","100690995.930682","103817365.635703","128725730.386272","130925156.940957","141488700.672792","153076290.956255","163783375.672992","177456757.128347","191888654.982884","201929315.619423","",
"East Asia & Pacific","EAS","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111029513.515529","120207382.734714","135134367.291719","143222409.066174","147230259.356934","144940043.624985","168940181.025262","179444037.892673","192471295.525319","209702886.266301","214634066.601668","213311310.795492","244826606.308854","263374393.64643","285484499.92911","306724570.77749","332053762.904243","357635727.46412","378915815.332456","397924818.383815","",
"Europe & Central Asia (excluding high income)","ECA","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51164023.5716749","39264166.8583048","43987462.1452824","42397254.5135945","43451544.291834","59731263.6416197","62155533.6675591","65380584.9427626","67923868.0820662","77927840.0055348","85535961.9838306","91102652.8885267","98204499.9605698","106070476.522233","102863398.838041","110375856.926207","124173276.226263","133631262.652474","149171771.340896","140370946.201186","129938023.835771","132977785.410944","154362613.82534","",
"Europe & Central Asia","ECS","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331730141.559469","350518786.935096","375279388.540475","391196122.580301","426583196.372925","427450742.714167","431068914.459093","435958427.779145","455682391.258965","486692164.436696","492074055.35391","520967129.497627","537320618.189709","506737162.90829","517427262.120143","537493216.786746","549028658.716737","574505811.520903","552894140.859448","566873617.4612","594422091.447345","635516745.521871","",
"Ecuador","ECU","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271000","275000","321000","330000","386000","520000","562000","627000","613000","603000","664000","733000","801000","815000","814000","899000","1022000","1022000","1138000","1278000","1398000","1551000","1547000","",
"Egypt, Arab Rep.","EGY","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2683000","2812000","2722000","2854000","2886000","2964000","3074000","3330000","3644000","5210000","5307000","4531000","","","4716000","4618000","4863000","5678000","5782000","6180000","","","","",
"Euro area","EMU","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","143099914.116068","161547983.86923","168981119.535052","181734907.735255","182693550.901225","186155030.008622","193891539.450752","198237034.368309","210591706.067603","208084399.815513","221483310.808629","226001706.079576","225147848.665552","227063091.111759","231191961.485011","225750814.481501","230268683.297888","231738042.404194","235717214.620852","251642112.197578","262760348.112161","",
"Eritrea","ERI","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3648000","4224000","3980000","4794000","3519000","4100000","4139000","3871000","4094000","5121000","10464000","10678000","11276000","11229000","12017000","12379000","13347000","12422000","11246000","11783000","14407000","15405000","17031000","",
"Estonia","EST","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1764000","1547000","1616000","1659000","1780000","1800000","1658000","1849000","2075000","","","438000","677000","692000","752000","955000","1054000","1147000","1166000","1426000","1250000","1339000","1279000","",
"Ethiopia","ETH","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120000","133000","","","","","","","","","","","","","","","","","","","","","","",
"European Union","EUU","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271420561.517447","284221892.793757","309695571.035271","322777176.485649","340783085.927046","340633646.894124","340737833.262147","346905876.726608","356707578.06104","378798534.382903","380570623.29531","403096616.474319","414455496.722338","387566878.223059","388360513.800417","394320441.20567","394282649.03532","404807940.477742","393425059.649229","415826094.126207","443469021.562963","466939162.771455","",
"Fragile and conflict affected situations","FCS","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5147000","4918000","5233000","4743000","5314000","5914000","5824000","5857000","5585000","5798000","5902000","5756000","5749000","5854000","5832000","6633000","7274000","9055000","8562000","8731000","8904000","9125000","9330000","",
"Fiji","FJI","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68000","72000","74000","78000","89000","83000","85000","99000","104000","94000","109000","121000","120000","124000","125000","128000","132000","132000","","","","156000","169000","",
"France","FRA","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18686000","18151000","17115000","18077000","16709000","19886000","19265000","18315000","18576000","21131000","22480000","22240000","28103000","25506000","25140000","25041000","26155000","25317000","26062000","27919000","26648000","26483000","29055000","",
"Faroe Islands","FRO","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","203000","187000","168000","189000","219000","236000","","","","","","","","","","","","","","","",
"United Kingdom","GBR","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41345000","42050000","45957000","50872000","53881000","56837000","58281000","59377000","61424000","64194000","66494000","69536000","69450000","69011000","58614000","55562000","56836000","56538000","57792000","60082000","65720000","70815000","74189000","",
"Georgia","GEO","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","228000","219000","355000","433000","373000","315000","306000","317000","","466000","857000","1346000","1473000","1872000","1980000","2086000","2237000","2734000","3220000","3106000","3136000","3400000","3851000","",
"Ghana","GHA","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gibraltar","GIB","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","387000","307000","","","","","","","","","","","","",
"Guinea-Bissau","GNB","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
